date,source,source.type,dest,dest.type,qty
174,527,Fa,4613,Fi,0
174,527,Fa,1565,Fi,585
174,2340,Fa,1900,Fi,342
174,2340,Fa,216,Fi,667
174,2340,Fa,552,FaFi,92
174,2340,Fa,4522,FaFi,13
174,2340,Fa,1435,Fi,270
174,2340,Fa,4643,Fi,2
174,2340,Fa,3250,Fi,117
174,2340,Fa,4052,Fi,214
174,2340,Fa,531,Fi,11
174,2340,Fa,2040,FaFi,9
174,2340,Fa,1557,Fi,348
174,2340,Fa,4193,FaFi,50
174,2340,Fa,2584,Fi,184
174,2340,Fa,2049,FaFi,7
174,2340,Fa,2890,Fi,107
174,2340,Fa,694,Fi,2
174,2340,Fa,2601,FaFi,5
174,2340,Fa,2486,Fi,116
174,2340,Fa,3462,Fi,181
174,3298,Fa,1359,FaFi,31
174,3298,Fa,1897,Fi,592
174,3298,Fa,1411,Fi,100
174,3298,Fa,4138,Fi,0
174,3298,Fa,2264,Fi,798
174,3298,Fa,4228,Fi,1
174,3298,Fa,1661,Fi,30
174,3298,Fa,4245,Fi,2
174,3298,Fa,1376,FaFi,72
174,3298,Fa,132,Fi,5
174,3298,Fa,454,Fi,3
174,3298,Fa,653,Fi,3
174,3298,Fa,706,Fi,31
174,3298,Fa,2576,FaFi,31
174,3298,Fa,1414,Fi,22
174,3298,Fa,2163,Fi,696
174,3298,Fa,3346,FaFi,88
174,3298,Fa,3983,Fi,364
174,4325,Fa,2057,Fi,153
174,4325,Fa,1596,Fi,15
174,4325,Fa,546,FaFi,78
174,4325,Fa,4271,FaFi,69
174,4325,Fa,3910,FaFi,84
174,4325,Fa,579,Fi,4
174,4325,Fa,1103,Fi,76
174,4325,Fa,1408,FaFi,68
174,4325,Fa,4024,FaFi,21
174,4325,Fa,437,FaFi,79
174,4325,Fa,3320,FaFi,37
174,4325,Fa,2464,FaFi,103
174,4325,Fa,3679,FaFi,44
174,4325,Fa,2166,Fi,180
174,4325,Fa,1660,FaFi,12
174,4325,Fa,3330,FaFi,24
174,4325,Fa,2914,FaFi,60
174,4325,Fa,1935,Fi,75
174,4325,Fa,3046,Fi,236
174,4325,Fa,4015,Fi,15
174,4325,Fa,1419,FaFi,12
174,113,FaFi,113,FaFi,50
174,360,FaFi,360,FaFi,64
174,360,FaFi,666,Fi,0
174,360,FaFi,4693,Fi,3
174,360,FaFi,2787,Fi,5
174,446,FaFi,446,FaFi,4
174,501,FaFi,501,FaFi,43
174,501,FaFi,2593,FaFi,7
174,756,FaFi,756,FaFi,87
174,782,FaFi,782,FaFi,72
174,975,FaFi,975,FaFi,74
174,975,FaFi,1717,Fi,5
174,1490,FaFi,1490,FaFi,117
174,1543,FaFi,1543,FaFi,28
174,1569,FaFi,1569,FaFi,16
174,1569,FaFi,162,Fi,2
174,1713,FaFi,1713,FaFi,59
174,1713,FaFi,3901,FaFi,3
174,1842,FaFi,1842,FaFi,5
174,1893,FaFi,1893,FaFi,92
174,1893,FaFi,2270,Fi,13
174,2078,FaFi,2078,FaFi,181
174,2174,FaFi,2174,FaFi,142
174,2279,FaFi,2279,FaFi,6
174,2279,FaFi,3710,FaFi,0
174,2302,FaFi,2302,FaFi,4
174,2325,FaFi,2325,FaFi,98
174,2464,FaFi,2464,FaFi,113
174,2527,FaFi,2527,FaFi,64
174,2527,FaFi,2821,Fi,11
174,2612,FaFi,2612,FaFi,48
174,2853,FaFi,2853,FaFi,17
174,2914,FaFi,2914,FaFi,57
174,2914,FaFi,1904,FaFi,4
174,3049,FaFi,3049,FaFi,51
174,3050,FaFi,3050,FaFi,69
174,3057,FaFi,3057,FaFi,11
174,3057,FaFi,4695,Fi,1
174,3156,FaFi,3156,FaFi,29
174,3201,FaFi,3201,FaFi,100
174,3201,FaFi,1039,Fi,0
174,3201,FaFi,595,Fi,1
174,3201,FaFi,1810,Fi,5
174,3398,FaFi,3398,FaFi,5
174,3616,FaFi,3616,FaFi,3
174,3646,FaFi,3646,FaFi,103
174,3646,FaFi,3319,Fi,10
174,3718,FaFi,3718,FaFi,2
174,3931,FaFi,3931,FaFi,6
174,3931,FaFi,2897,FaFi,0
174,3991,FaFi,3991,FaFi,34
174,3991,FaFi,2810,FaFi,5
174,4025,FaFi,4025,FaFi,17
174,4025,FaFi,4609,Fi,0
174,4227,FaFi,4227,FaFi,17
174,4234,FaFi,4234,FaFi,2
174,4234,FaFi,4453,FaFi,3
174,4361,FaFi,4361,FaFi,61
174,4402,FaFi,4402,FaFi,124
174,4435,FaFi,4435,FaFi,33
174,4454,FaFi,4454,FaFi,68
174,4483,FaFi,4483,FaFi,5
174,4483,FaFi,788,Fi,1
174,407,Fa,2777,Fi,76
174,407,Fa,3145,Fi,5
174,534,Fa,3452,Fi,0
174,534,Fa,4023,FaFi,2
174,1590,Fa,1455,Fi,91
174,1668,Fa,2237,FaFi,15
174,2462,Fa,720,Fi,73
174,2462,Fa,4083,Fi,2
174,2462,Fa,3787,Fi,245
174,2462,Fa,4009,FaFi,78
174,2462,Fa,4277,Fi,162
174,2462,Fa,1749,FaFi,210
174,2462,Fa,3896,FaFi,10
174,2516,Fa,1002,Fi,2
174,2516,Fa,4679,Fi,0
174,2516,Fa,3501,Fi,302
174,2835,Fa,769,Fi,44
174,2835,Fa,338,Fi,5
174,2835,Fa,4169,Fi,46
174,2835,Fa,1142,Fi,0
174,2835,Fa,1051,Fi,9
174,3639,Fa,154,Fi,14
174,3639,Fa,3679,FaFi,49
174,3639,Fa,3199,Fi,77
174,3999,Fa,3142,FaFi,55
174,3999,Fa,213,Fi,113
174,3999,Fa,125,Fi,3
174,3999,Fa,2054,Fi,59
174,3999,Fa,824,FaFi,6
174,3999,Fa,2216,Fi,18
174,3999,Fa,283,Fi,0
174,3999,Fa,4105,Fi,2
174,3999,Fa,1408,FaFi,56
174,3999,Fa,2279,FaFi,3
174,3999,Fa,3420,FaFi,33
174,3999,Fa,2514,Fi,3
174,3999,Fa,4181,Fi,66
174,3999,Fa,3046,Fi,214
174,3999,Fa,4118,Fi,2
174,3999,Fa,959,Fi,54
174,3999,Fa,1895,Fi,58
175,1267,FaFi,1267,FaFi,39
175,1474,FaFi,1474,FaFi,26
175,1982,FaFi,1982,FaFi,22
175,2179,FaFi,2179,FaFi,49
175,2529,FaFi,2529,FaFi,54
175,2529,FaFi,3098,Fi,3
175,2534,FaFi,2534,FaFi,54
175,2987,FaFi,2987,FaFi,30
175,2987,FaFi,664,FaFi,2
175,3544,FaFi,3544,FaFi,64
175,3554,FaFi,3554,FaFi,79
175,3558,FaFi,3558,FaFi,100
175,4332,FaFi,4332,FaFi,52
175,48,Fa,112,Fi,2
175,48,Fa,2526,FaFi,160
175,48,Fa,4473,Fi,119
175,48,Fa,1852,Fi,384
175,1555,Fa,733,FaFi,119
175,1555,Fa,3333,Fi,535
175,1710,Fa,2775,Fi,84
175,1710,Fa,2593,FaFi,15
175,1710,Fa,2665,FaFi,24
175,1710,Fa,4660,Fi,2
175,1710,Fa,197,Fi,216
175,1710,Fa,574,Fi,1
175,1710,Fa,2785,Fi,42
175,1710,Fa,2054,Fi,45
175,3086,Fa,2318,FaFi,21
175,3086,Fa,3912,Fi,326
175,3086,Fa,4347,Fi,131
175,3086,Fa,105,FaFi,107
175,3086,Fa,3611,Fi,111
175,3086,Fa,3350,FaFi,156
175,3086,Fa,953,FaFi,36
175,3086,Fa,177,Fi,1
175,3086,Fa,1032,Fi,300
175,3086,Fa,1105,Fi,4
175,3086,Fa,656,Fi,76
175,3086,Fa,4666,Fi,2
175,3086,Fa,1699,FaFi,246
175,3086,Fa,2738,FaFi,32
175,3086,Fa,2839,Fi,0
175,3296,Fa,1525,FaFi,17
175,3296,Fa,3191,Fi,0
175,3296,Fa,3464,Fi,237
175,3296,Fa,3602,Fi,11
175,3296,Fa,4219,Fi,46
175,3296,Fa,500,Fi,613
175,3296,Fa,2534,FaFi,14
175,3343,Fa,541,Fi,123
175,3343,Fa,41,FaFi,34
175,3343,Fa,2673,FaFi,70
175,3343,Fa,572,Fi,3
175,3343,Fa,131,Fi,152
175,3419,Fa,537,Fi,3
175,3419,Fa,4735,Fi,0
175,3419,Fa,3747,Fi,220
175,3419,Fa,2327,Fi,39
175,3419,Fa,2515,Fi,38
175,3874,Fa,8,Fi,2
175,3874,Fa,2223,Fi,144
175,3874,Fa,3085,Fi,218
175,3874,Fa,2290,FaFi,51
175,3874,Fa,2052,Fi,97
175,3874,Fa,2455,FaFi,27
175,3874,Fa,4433,Fi,175
175,424,FaFi,424,FaFi,48
175,645,FaFi,645,FaFi,146
175,1340,FaFi,1340,FaFi,17
175,1377,FaFi,1377,FaFi,25
175,1377,FaFi,1304,Fi,1
175,1377,FaFi,4683,Fi,0
175,1517,FaFi,1517,FaFi,4
175,1610,FaFi,1610,FaFi,8
175,1645,FaFi,1645,FaFi,0
175,1849,FaFi,1849,FaFi,28
175,1932,FaFi,1932,FaFi,47
175,1932,FaFi,2512,Fi,3
175,2003,FaFi,2003,FaFi,49
175,2003,FaFi,327,Fi,3
175,2015,FaFi,2015,FaFi,25
175,2106,FaFi,2106,FaFi,170
175,2106,FaFi,2809,Fi,18
175,2213,FaFi,2213,FaFi,65
175,2596,FaFi,2596,FaFi,41
175,2671,FaFi,2671,FaFi,5
175,2671,FaFi,3578,Fi,1
175,2687,FaFi,2687,FaFi,151
175,3062,FaFi,3062,FaFi,19
175,3179,FaFi,3179,FaFi,92
175,3212,FaFi,3212,FaFi,33
175,3212,FaFi,3535,FaFi,0
175,3212,FaFi,3544,FaFi,4
175,3233,FaFi,3233,FaFi,26
175,3367,FaFi,3367,FaFi,23
175,3459,FaFi,3459,FaFi,10
175,3493,FaFi,3493,FaFi,27
175,3493,FaFi,3496,Fi,3
175,3651,FaFi,3651,FaFi,33
175,3660,FaFi,3660,FaFi,65
175,3660,FaFi,656,Fi,6
175,3904,FaFi,3904,FaFi,114
175,4136,FaFi,4136,FaFi,0
175,4320,FaFi,4320,FaFi,53
175,4320,FaFi,3822,FaFi,1
175,4416,FaFi,4416,FaFi,24
175,4416,FaFi,1418,Fi,1
175,484,Fa,1938,FaFi,10
175,1442,Fa,579,Fi,0
175,1442,Fa,2592,FaFi,100
175,1442,Fa,1351,Fi,40
175,1442,Fa,595,Fi,4
175,1442,Fa,2062,FaFi,9
175,1442,Fa,251,Fi,0
175,1442,Fa,1352,FaFi,105
175,1442,Fa,2140,Fi,96
175,1442,Fa,3411,FaFi,21
175,1442,Fa,916,Fi,2
175,1442,Fa,4215,Fi,2
175,1442,Fa,3983,Fi,72
175,2266,Fa,1394,Fi,295
175,2266,Fa,3045,FaFi,152
175,2266,Fa,1299,FaFi,132
175,2266,Fa,2589,FaFi,7
175,2266,Fa,3633,FaFi,36
175,2266,Fa,3210,Fi,301
175,2266,Fa,4170,Fi,1
175,2266,Fa,3881,Fi,74
175,2266,Fa,3182,Fi,87
175,2266,Fa,273,Fi,0
175,2266,Fa,2016,FaFi,30
175,2266,Fa,960,FaFi,5
175,3292,Fa,3658,Fi,4
175,3292,Fa,2088,Fi,20
175,3292,Fa,3304,FaFi,101
175,3292,Fa,2891,FaFi,199
175,3292,Fa,887,FaFi,2
175,3292,Fa,2829,Fi,242
175,4085,Fa,942,Fi,1
175,4324,Fa,137,FaFi,42
176,1206,FaFi,1206,FaFi,24
176,1726,FaFi,1726,FaFi,35
176,2250,FaFi,2250,FaFi,56
176,2481,FaFi,2481,FaFi,286
176,2672,FaFi,2672,FaFi,56
176,2672,FaFi,2122,Fi,2
176,2672,FaFi,2234,FaFi,2
176,3021,FaFi,3021,FaFi,86
176,4505,FaFi,4505,FaFi,90
176,4505,FaFi,252,Fi,10
176,4514,FaFi,4514,FaFi,7
176,4514,FaFi,3091,Fi,0
176,864,Fa,3263,FaFi,179
176,864,Fa,2124,FaFi,43
176,864,Fa,3524,FaFi,26
176,864,Fa,17,FaFi,54
176,864,Fa,1375,Fi,349
176,864,Fa,2205,Fi,28
176,1834,Fa,3625,Fi,160
176,1834,Fa,4473,Fi,136
176,1834,Fa,1802,Fi,581
176,1834,Fa,2526,FaFi,118
176,2028,Fa,2277,Fi,14
176,2028,Fa,61,Fi,138
176,2207,Fa,1035,Fi,217
176,2207,Fa,3038,Fi,34
176,2207,Fa,2958,FaFi,6
176,2207,Fa,318,Fi,2
176,2207,Fa,4344,Fi,13
176,2207,Fa,1298,Fi,3
176,2207,Fa,3769,FaFi,209
176,2207,Fa,3592,Fi,19
176,2207,Fa,4485,Fi,5
176,2207,Fa,2790,Fi,540
176,2207,Fa,1351,Fi,29
176,2207,Fa,1645,FaFi,0
176,2207,Fa,1634,Fi,681
176,2207,Fa,1445,Fi,102
176,2207,Fa,4473,Fi,128
176,2207,Fa,2087,Fi,147
176,2207,Fa,1573,Fi,82
176,2207,Fa,965,FaFi,8
176,2207,Fa,4705,Fi,2
176,2207,Fa,22,Fi,1
176,2207,Fa,3872,Fi,56
176,2207,Fa,332,Fi,3
176,2207,Fa,2537,FaFi,153
176,2207,Fa,3187,FaFi,28
176,2207,Fa,2843,Fi,166
176,2522,Fa,2252,Fi,324
176,2522,Fa,2884,Fi,183
176,2522,Fa,51,FaFi,129
176,2522,Fa,1444,Fi,87
176,2522,Fa,1874,Fi,460
176,2522,Fa,1294,Fi,14
176,2522,Fa,2519,FaFi,64
176,3044,Fa,3443,FaFi,32
176,3044,Fa,4463,FaFi,17
176,3044,Fa,4436,Fi,127
176,3044,Fa,3428,FaFi,59
176,3044,Fa,1387,FaFi,60
176,3044,Fa,2691,Fi,99
176,3044,Fa,3175,Fi,164
176,3044,Fa,2485,Fi,516
176,3044,Fa,3049,FaFi,52
176,3044,Fa,2642,Fi,106
176,3044,Fa,941,Fi,32
176,3044,Fa,3392,Fi,0
176,3044,Fa,1602,Fi,281
176,3044,Fa,2470,Fi,93
176,3044,Fa,4397,Fi,2
176,3044,Fa,392,Fi,28
176,3044,Fa,3501,Fi,566
176,3044,Fa,2903,Fi,22
176,3101,Fa,2089,FaFi,51
176,3101,Fa,15,Fi,78
176,3101,Fa,772,Fi,287
176,3101,Fa,95,Fi,47
176,3101,Fa,3363,FaFi,0
176,3101,Fa,1103,Fi,73
176,86,FaFi,86,FaFi,14
176,227,FaFi,227,FaFi,11
176,341,FaFi,341,FaFi,3
176,663,FaFi,663,FaFi,242
176,728,FaFi,728,FaFi,134
176,728,FaFi,1195,Fi,12
176,828,FaFi,828,FaFi,28
176,835,FaFi,835,FaFi,24
176,847,FaFi,847,FaFi,42
176,1071,FaFi,1071,FaFi,4
176,1345,FaFi,1345,FaFi,64
176,1345,FaFi,372,Fi,4
176,1505,FaFi,1505,FaFi,74
176,1508,FaFi,1508,FaFi,36
176,1508,FaFi,4509,Fi,4
176,1531,FaFi,1531,FaFi,76
176,1531,FaFi,1215,Fi,10
176,1538,FaFi,1538,FaFi,47
176,1553,FaFi,1553,FaFi,48
176,1577,FaFi,1577,FaFi,23
176,1635,FaFi,1635,FaFi,131
176,1722,FaFi,1722,FaFi,6
176,1858,FaFi,1858,FaFi,55
176,1858,FaFi,43,Fi,4
176,1858,FaFi,2382,FaFi,4
176,1949,FaFi,1949,FaFi,80
176,2131,FaFi,2131,FaFi,112
176,2188,FaFi,2188,FaFi,4
176,2204,FaFi,2204,FaFi,364
176,2235,FaFi,2235,FaFi,46
176,2258,FaFi,2258,FaFi,62
176,2258,FaFi,260,Fi,0
176,2258,FaFi,3729,Fi,5
176,2271,FaFi,2271,FaFi,82
176,2322,FaFi,2322,FaFi,10
176,2322,FaFi,4353,FaFi,2
176,2404,FaFi,2404,FaFi,13
176,2472,FaFi,2472,FaFi,2
176,2695,FaFi,2695,FaFi,38
176,2695,FaFi,458,Fi,1
176,2695,FaFi,1422,Fi,3
176,2816,FaFi,2816,FaFi,1
176,2860,FaFi,2860,FaFi,6
176,2874,FaFi,2874,FaFi,43
176,2891,FaFi,2891,FaFi,216
176,3008,FaFi,3008,FaFi,62
176,3187,FaFi,3187,FaFi,20
176,3187,FaFi,1463,Fi,1
176,3187,FaFi,4589,Fi,0
176,3246,FaFi,3246,FaFi,65
176,3304,FaFi,3304,FaFi,93
176,3377,FaFi,3377,FaFi,141
176,3377,FaFi,3916,FaFi,21
176,3513,FaFi,3513,FaFi,13
176,3586,FaFi,3586,FaFi,63
176,3607,FaFi,3607,FaFi,0
176,3645,FaFi,3645,FaFi,265
176,3645,FaFi,17,FaFi,19
176,4371,FaFi,4371,FaFi,3
176,4371,FaFi,4714,Fi,1
176,4405,FaFi,4405,FaFi,53
176,4694,FaFi,4694,FaFi,2
176,70,Fa,657,FaFi,61
176,296,Fa,2223,Fi,2
176,1297,Fa,1054,FaFi,3
176,1297,Fa,1866,Fi,1
176,1297,Fa,2021,FaFi,90
176,1297,Fa,1035,Fi,79
176,1570,Fa,4341,Fi,57
176,1570,Fa,4216,Fi,0
176,1570,Fa,832,Fi,0
176,1570,Fa,1216,FaFi,22
176,1570,Fa,2751,FaFi,26
176,1570,Fa,3661,Fi,164
176,3576,Fa,388,Fi,157
176,3656,Fa,3738,Fi,56
176,3656,Fa,1260,Fi,8
176,3656,Fa,1684,FaFi,25
176,3656,Fa,2067,FaFi,121
176,3656,Fa,514,Fi,3
176,3656,Fa,760,Fi,0
176,3656,Fa,3218,FaFi,24
176,3656,Fa,4691,Fi,0
176,3656,Fa,1097,FaFi,100
176,3656,Fa,4256,FaFi,64
176,4350,Fa,3313,Fi,181
176,4350,Fa,4394,FaFi,83
176,4350,Fa,3618,Fi,538
176,4350,Fa,1372,Fi,12
176,4749,Fa,1723,Fi,2
177,1699,FaFi,1699,FaFi,226
177,1699,FaFi,592,Fi,23
177,3054,FaFi,3054,FaFi,119
177,3310,FaFi,3310,FaFi,187
177,3954,FaFi,3954,FaFi,91
177,3954,FaFi,1989,FaFi,10
177,643,Fa,3070,Fi,399
177,643,Fa,1284,Fi,109
177,643,Fa,1179,Fi,59
177,1212,Fa,3334,FaFi,38
177,1212,Fa,3251,FaFi,98
177,1212,Fa,36,FaFi,18
177,1212,Fa,2074,Fi,12
177,1438,Fa,2959,Fi,119
177,1438,Fa,109,FaFi,92
177,1438,Fa,3758,Fi,159
177,1745,Fa,3150,Fi,43
177,1759,Fa,3038,Fi,29
177,1759,Fa,4485,Fi,7
177,1759,Fa,4344,Fi,11
177,1759,Fa,3769,FaFi,184
177,1759,Fa,2958,FaFi,6
177,1759,Fa,4536,Fi,1
177,1759,Fa,1160,Fi,2
177,1759,Fa,1343,Fi,146
177,1792,Fa,3892,Fi,751
177,1792,Fa,455,Fi,2
177,2115,Fa,3175,Fi,173
177,2115,Fa,2691,Fi,116
177,2115,Fa,4436,Fi,161
177,2115,Fa,3428,FaFi,50
177,2115,Fa,4463,FaFi,28
177,2115,Fa,1387,FaFi,68
177,2115,Fa,2003,FaFi,48
177,2115,Fa,449,Fi,1
177,2115,Fa,4406,Fi,23
177,2115,Fa,2237,FaFi,46
177,2115,Fa,330,Fi,367
177,2115,Fa,4071,Fi,457
177,2115,Fa,1094,FaFi,2
177,2115,Fa,2171,Fi,183
177,2115,Fa,667,FaFi,101
177,2115,Fa,3621,Fi,6
177,2115,Fa,329,Fi,2
177,2115,Fa,1669,Fi,32
177,2115,Fa,4427,Fi,182
177,2115,Fa,4040,Fi,221
177,2115,Fa,723,Fi,3
177,2115,Fa,1128,Fi,0
177,2115,Fa,1456,Fi,30
177,2115,Fa,1189,Fi,4
177,2115,Fa,4075,Fi,1
177,2115,Fa,3629,Fi,260
177,2115,Fa,4496,FaFi,5
177,2115,Fa,4631,Fi,0
177,2115,Fa,1196,Fi,4
177,2115,Fa,4174,FaFi,27
177,2115,Fa,2843,Fi,180
177,2115,Fa,4535,FaFi,1
177,2115,Fa,4574,Fi,3
177,2115,Fa,1135,Fi,0
177,2115,Fa,2456,Fi,88
177,2115,Fa,2220,FaFi,117
177,2115,Fa,1256,Fi,362
177,2115,Fa,4500,Fi,164
177,2115,Fa,1271,Fi,115
177,2115,Fa,601,FaFi,8
177,2115,Fa,1540,FaFi,24
177,2115,Fa,1608,Fi,5
177,2115,Fa,2346,Fi,195
177,2259,Fa,2450,Fi,9
177,2259,Fa,3526,Fi,67
177,2259,Fa,115,Fi,1
177,2259,Fa,2236,FaFi,13
177,2259,Fa,2867,FaFi,37
177,2259,Fa,4562,Fi,4
177,2259,Fa,1952,Fi,165
177,3103,Fa,2492,Fi,276
177,3103,Fa,1353,Fi,2
177,3103,Fa,3963,FaFi,10
177,3103,Fa,535,Fi,476
177,3619,Fa,4070,Fi,770
177,3619,Fa,1661,Fi,24
177,3619,Fa,3026,Fi,60
177,3619,Fa,893,Fi,0
177,3619,Fa,6,Fi,683
177,3619,Fa,4508,Fi,22
177,3619,Fa,2990,FaFi,24
177,3619,Fa,86,FaFi,12
177,3619,Fa,1335,Fi,28
177,3819,Fa,1694,Fi,284
177,3819,Fa,153,Fi,301
177,3929,Fa,1609,Fi,78
177,3929,Fa,373,Fi,4
177,3929,Fa,1715,Fi,4
177,270,FaFi,270,FaFi,4
177,270,FaFi,1168,Fi,3
177,447,FaFi,447,FaFi,42
177,608,FaFi,608,FaFi,21
177,677,FaFi,677,FaFi,100
177,794,FaFi,794,FaFi,4
177,794,FaFi,2088,Fi,0
177,836,FaFi,836,FaFi,38
177,836,FaFi,1685,Fi,3
177,978,FaFi,978,FaFi,50
177,980,FaFi,980,FaFi,4
177,1097,FaFi,1097,FaFi,86
177,1097,FaFi,3091,Fi,4
177,1293,FaFi,1293,FaFi,72
177,1347,FaFi,1347,FaFi,28
177,1352,FaFi,1352,FaFi,100
177,1352,FaFi,646,Fi,8
177,1352,FaFi,4629,Fi,2
177,1352,FaFi,3138,Fi,7
177,1582,FaFi,1582,FaFi,27
177,1676,FaFi,1676,FaFi,42
177,1749,FaFi,1749,FaFi,216
177,1774,FaFi,1774,FaFi,123
177,1781,FaFi,1781,FaFi,48
177,1781,FaFi,1760,FaFi,1
177,1803,FaFi,1803,FaFi,355
177,1914,FaFi,1914,FaFi,35
177,2035,FaFi,2035,FaFi,29
177,2118,FaFi,2118,FaFi,53
177,2118,FaFi,621,FaFi,3
177,2147,FaFi,2147,FaFi,107
177,2176,FaFi,2176,FaFi,114
177,2176,FaFi,2017,Fi,11
177,2202,FaFi,2202,FaFi,37
177,2239,FaFi,2239,FaFi,25
177,2275,FaFi,2275,FaFi,55
177,2275,FaFi,4087,Fi,5
177,2275,FaFi,3985,Fi,1
177,2307,FaFi,2307,FaFi,18
177,2358,FaFi,2358,FaFi,28
177,2415,FaFi,2415,FaFi,2
177,2506,FaFi,2506,FaFi,15
177,2507,FaFi,2507,FaFi,69
177,2507,FaFi,3167,FaFi,2
177,3019,FaFi,3019,FaFi,83
177,3499,FaFi,3499,FaFi,118
177,3737,FaFi,3737,FaFi,59
177,3805,FaFi,3805,FaFi,10
177,3805,FaFi,2797,Fi,2
177,3865,FaFi,3865,FaFi,118
177,3934,FaFi,3934,FaFi,23
177,3934,FaFi,4682,Fi,1
177,4014,FaFi,4014,FaFi,59
177,4078,FaFi,4078,FaFi,47
177,4237,FaFi,4237,FaFi,36
177,4287,FaFi,4287,FaFi,6
177,4287,FaFi,316,FaFi,3
177,4680,FaFi,4680,FaFi,28
177,856,Fa,4055,Fi,1
177,856,Fa,3217,Fi,100
177,1137,Fa,1198,Fi,219
177,1137,Fa,397,Fi,1
177,1137,Fa,462,FaFi,152
177,1137,Fa,3207,Fi,32
177,1137,Fa,2050,FaFi,12
177,1137,Fa,3049,FaFi,46
177,1137,Fa,2253,Fi,70
177,1137,Fa,2834,FaFi,101
177,1137,Fa,3741,Fi,2
177,1137,Fa,2414,Fi,177
177,1826,Fa,3111,FaFi,2
177,3224,Fa,4482,Fi,6
177,3224,Fa,2529,FaFi,58
177,3224,Fa,1445,Fi,116
177,3224,Fa,817,Fi,31
177,3793,Fa,1815,Fi,2
177,3793,Fa,1263,Fi,3
177,3793,Fa,2510,Fi,121
177,3793,Fa,3264,FaFi,39
177,3793,Fa,455,Fi,2
177,3793,Fa,3877,FaFi,65
177,4595,Fa,655,Fi,3
177,4595,Fa,2725,FaFi,38
177,4595,Fa,1561,Fi,9
177,4595,Fa,2215,Fi,149
177,4595,Fa,1015,Fi,2
177,4595,Fa,3668,Fi,53
177,4595,Fa,1521,FaFi,8
178,25,FaFi,25,FaFi,65
178,25,FaFi,3655,FaFi,6
178,41,FaFi,41,FaFi,29
178,151,FaFi,151,FaFi,10
178,151,FaFi,4237,FaFi,1
178,517,FaFi,517,FaFi,46
178,517,FaFi,3888,FaFi,7
178,1648,FaFi,1648,FaFi,26
178,1772,FaFi,1772,FaFi,78
178,1840,FaFi,1840,FaFi,75
178,2364,FaFi,2364,FaFi,70
178,2895,FaFi,2895,FaFi,157
178,2895,FaFi,3178,FaFi,17
178,3263,FaFi,3263,FaFi,170
178,3263,FaFi,849,Fi,1
178,3263,FaFi,1726,FaFi,17
178,3283,FaFi,3283,FaFi,30
178,3695,FaFi,3695,FaFi,160
178,4061,FaFi,4061,FaFi,115
178,604,Fa,2842,Fi,6
178,604,Fa,129,Fi,2
178,604,Fa,1922,FaFi,103
178,604,Fa,2711,Fi,177
178,604,Fa,2107,FaFi,4
178,604,Fa,842,FaFi,28
178,604,Fa,2030,Fi,46
178,604,Fa,3596,Fi,66
178,604,Fa,505,Fi,1
178,604,Fa,4247,FaFi,175
178,604,Fa,1720,Fi,78
178,604,Fa,4342,Fi,46
178,604,Fa,2281,Fi,37
178,2300,Fa,4462,Fi,376
178,2300,Fa,1166,Fi,0
178,2300,Fa,4352,Fi,144
178,2300,Fa,338,Fi,0
178,2300,Fa,1355,Fi,424
178,2300,Fa,1314,Fi,59
178,2300,Fa,4678,Fi,6
178,2300,Fa,3338,Fi,110
178,2300,Fa,925,Fi,1
178,2300,Fa,1871,Fi,12
178,2300,Fa,1790,Fi,590
178,2300,Fa,2541,FaFi,29
178,2300,Fa,1785,FaFi,60
178,2300,Fa,273,Fi,0
178,2300,Fa,1484,Fi,42
178,2300,Fa,4214,Fi,4
178,2300,Fa,3625,Fi,166
178,2300,Fa,1303,FaFi,1
178,2300,Fa,3787,Fi,237
178,2300,Fa,3317,Fi,41
178,2300,Fa,1265,Fi,185
178,2300,Fa,3062,FaFi,18
178,2300,Fa,443,Fi,4
178,2300,Fa,333,Fi,3
178,2300,Fa,4034,FaFi,46
178,2300,Fa,3360,Fi,2
178,2300,Fa,3404,Fi,197
178,2300,Fa,1966,Fi,3
178,2300,Fa,4705,Fi,1
178,2300,Fa,1554,FaFi,41
178,2300,Fa,591,Fi,230
178,2300,Fa,1048,Fi,510
178,2300,Fa,2852,FaFi,97
178,2300,Fa,4461,Fi,1
178,2300,Fa,3996,FaFi,148
178,2300,Fa,3332,Fi,287
178,2300,Fa,4200,Fi,6
178,2300,Fa,3357,FaFi,19
178,2300,Fa,2146,Fi,151
178,2300,Fa,1360,Fi,268
178,2300,Fa,1979,Fi,67
178,2300,Fa,1408,FaFi,55
178,2300,Fa,1774,FaFi,135
178,2300,Fa,1896,FaFi,149
178,2300,Fa,3519,FaFi,26
178,2300,Fa,3605,FaFi,57
178,2300,Fa,3956,FaFi,1
178,2300,Fa,1076,Fi,0
178,2300,Fa,1055,Fi,31
178,2383,Fa,4278,Fi,36
178,2383,Fa,926,FaFi,35
178,2383,Fa,1262,FaFi,213
178,2383,Fa,1873,FaFi,16
178,2383,Fa,1582,FaFi,24
178,2383,Fa,1299,FaFi,40
178,3030,Fa,837,Fi,16
178,3030,Fa,3210,Fi,265
178,3030,Fa,3470,Fi,387
178,3030,Fa,2714,Fi,73
178,3030,Fa,3990,Fi,347
178,3030,Fa,2199,Fi,425
178,3030,Fa,387,Fi,0
178,3030,Fa,350,FaFi,55
