ID,X,Y,size,production,is_outdoor,is_commercial,multisite
2455,751946.948771737,6281694.82701816,375,FaFi,0,1,15
2456,624414.062317551,6238454.55090605,1513,Fi,0,1,0
2457,511032.137317305,6313334.06747722,1428,Fi,0,1,0
2458,640831.373676259,6248881.68805233,359,FaFi,0,1,0
2459,462472.192139166,6258173.67551292,25,Fi,0,1,104
2460,597237.196062388,6167634.78290501,183,FaFi,0,1,0
2461,493363.764662312,6252111.74008604,4334,Fa,0,1,0
2462,429327.980580448,6200120.53275485,326,Fi,0,1,24
2463,564192.14012392,6331772.34031731,253,FaFi,0,1,0
2464,606586.650047604,6419647.02816831,112,Fi,0,1,41
2465,596130.017850834,6156966.29565631,4,Fi,1,0,0
2466,674992.030704461,6241716.15176979,71,Fi,0,1,0
2467,560817.26023589,6222502.3820087,285,FaFi,0,1,13
2468,574668.668942553,6173947.02220915,249,FaFi,0,1,0
2469,537479.396614717,6293009.76086931,390,FaFi,0,1,0
2470,613944.500653011,6328918.65716342,417,FaFi,0,1,71
2471,585354.893741034,6338088.87596406,788,FaFi,0,1,0
2472,524732.576787027,6289394.32645497,1457,Fi,0,1,120
2473,551878.022849845,6238079.36841348,209,FaFi,1,1,0
2474,589635.520270194,6264656.43288938,2913,Fi,0,1,91
2475,615998.3321341,6299152.41219959,63,Fi,0,1,0
2476,681770.987029901,6349831.99761453,885,Fi,0,1,0
2477,667542.604014009,6249868.88752174,450,FaFi,0,1,0
2478,612951.116784033,6271177.25146741,3,Fi,0,0,0
2479,580612.965053453,6330497.70348406,2068,Fi,0,1,0
2480,614817.454226973,6279680.22172078,1396,FaFi,0,1,110
2481,639160.161685163,6370816.60149656,570,FaFi,0,1,32
2482,549574.038862576,6299746.17119247,96,FaFi,0,1,0
2483,631443.380226322,6217824.31067745,948,Fi,0,1,0
2484,797916.3363145,6315672.57072667,11261,Fa,0,1,67
2485,484365.833165029,6191367.90039776,1742,Fi,0,1,0
2486,700604.510300718,6339465.817598,733,Fi,1,1,0
2487,835215.082122267,6332203.7111872,5,Fi,1,0,0
2488,598238.025129617,6311655.45870224,536,Fi,0,1,0
2489,697112.715740189,6209069.0620154,212,Fi,0,1,0
2490,615911.287356645,6343301.42428902,333,Fi,0,1,0
2491,618495.286808466,6373628.03302868,835,FaFi,0,1,0
2492,471391.213523345,6278270.44749944,509,Fi,0,1,0
2493,699665.624540425,6329077.33526754,259,FaFi,0,1,0
2494,692105.480556396,6204678.01935986,16,Fi,1,0,0
2495,633381.784804467,6347755.96523112,1119,Fi,0,1,0
2496,530164.803485564,6196120.85187452,819,FaFi,0,1,0
2497,661254.869275733,6316459.11750887,1004,Fi,0,1,0
2498,664570.523078187,6182246.57289364,288,FaFi,0,1,0
2499,544659.941589682,6345618.70975524,567,Fi,0,1,0
2500,700016.164463451,6241645.96999542,195,Fi,0,1,0
2501,545918.195823844,6324105.1779949,522,FaFi,0,1,0
2502,833083.943485462,6317822.17706594,417,Fi,0,1,0
2503,494541.490291745,6251647.86974812,593,FaFi,0,1,0
2504,623075.688058401,6279552.39024619,2684,Fi,0,1,114
2505,521477.276523569,6253262.29710349,674,FaFi,0,1,0
2506,545399.580440376,6347169.9074506,2803,FaFi,0,1,0
2507,596758.707859891,6169043.68822597,3,Fi,0,0,0
2508,612044.398422651,6334104.99918647,68,FaFi,0,1,0
2509,678701.382545697,6392522.38084886,334,Fi,0,1,0
2510,611061.24975949,6279071.80827957,561,FaFi,0,1,0
2511,629718.988875783,6282298.56031446,7,FaFi,0,1,0
2512,679541.184592648,6296344.09833392,1552,Fi,1,1,0
2513,585449.669488079,6418399.20877643,377,FaFi,0,1,99
2514,623535.114091344,6314536.20030431,2302,Fa,0,1,11
2515,588690.76716024,6304024.64985392,689,Fa,0,1,0
2516,679306.84574422,6222500.39212518,346,FaFi,0,1,0
2517,742784.584543712,6259074.45959715,378,Fa,0,1,0
2518,484596.195053414,6217912.34251879,379,FaFi,0,1,0
2519,618468.025981322,6234464.72578856,513,Fi,0,1,74
2520,575069.010847443,6354610.31018692,543,FaFi,1,1,0
2521,690104.418389516,6353266.8091253,61,FaFi,0,1,9
2522,693472.109149954,6241984.67830018,8,Fi,1,0,0
2523,703014.212879072,6314036.89474369,117,Fi,0,1,0
2524,621595.719230022,6305565.95989055,2902,Fi,0,1,108
2525,743565.276669914,6410345.86990055,1912,Fi,1,1,74
2526,570270.026861767,6239862.3456188,237,FaFi,0,1,0
2527,619063.253974028,6411293.81533184,2039,Fi,0,1,10
2528,476648.529013311,6261919.93828448,5004,Fa,0,1,102
2529,723525.299005983,6391422.68692544,968,FaFi,0,1,0
2530,782382.297073331,6340563.01277562,122,Fi,0,1,0
2531,546286.010502186,6292471.21557114,1083,Fi,0,1,0
2532,534110.036558861,6337021.32104996,19,FaFi,1,1,0
2533,557101.726647668,6244138.07730725,241,FaFi,0,1,0
2534,830239.465754113,6298088.61385134,36,Fi,0,1,0
2535,659859.826902014,6339411.30372035,452,Fi,0,1,0
2536,449445.275853953,6281970.77134305,409,FaFi,0,1,0
2537,491511.424641503,6257520.9712154,4,Fi,0,0,0
2538,512643.352275257,6237813.63960913,148,FaFi,0,1,75
2539,633073.936481594,6222861.37147887,772,Fi,0,1,115
2540,533864.478278816,6358105.72965496,402,Fa,0,1,3
2541,662343.487102894,6345749.62167271,144,FaFi,1,1,0
2542,585031.314805071,6245435.1746721,6592,Fa,0,1,84
2543,554910.948851366,6341331.13886971,263,Fi,0,1,0
2544,483829.561411595,6299780.39969865,2906,Fa,1,1,0
2545,722544.80405944,6271085.52523971,1636,FaFi,0,1,0
2546,505324.847351697,6210448.34957521,1296,FaFi,0,1,120
2547,663718.180798685,6232409.75920968,256,Fi,0,1,0
2548,685715.551056317,6360756.8013629,1908,Fi,0,1,0
2549,467027.476482046,6242126.42949581,656,Fi,0,1,0
2550,492043.921966172,6205087.91762982,1107,FaFi,0,1,0
2551,543673.662142741,6262364.13915726,58,FaFi,1,1,0
2552,621709.436292212,6299241.34182287,1864,Fi,0,1,107
2553,679726.150458168,6240276.62119788,456,Fi,0,1,0
2554,486135.45386291,6288683.67494911,503,FaFi,1,1,64
2555,828069.623712652,6316618.76812247,289,Fa,0,1,0
2556,624248.160575577,6313309.07216797,622,Fi,0,1,0
2557,531102.332491469,6275035.47010794,319,Fi,0,1,49
2558,706233.869103245,6326211.85070095,575,Fi,1,1,0
2559,548563.477644787,6269154.86062632,172,FaFi,0,1,0
2560,728780.400622944,6419901.02958648,3,Fi,1,0,0
2561,609455.807187186,6308945.07394045,5,Fi,0,0,0
2562,569407.620155355,6178268.89983345,1374,Fi,0,1,0
2563,646106.494918884,6239761.75639689,472,Fi,1,1,26
2564,704874.679650564,6326904.77811114,2147,Fa,0,1,0
2565,734726.189681478,6341156.85483804,7,Fi,0,0,0
2566,624600.04494284,6335069.64054386,244,FaFi,0,1,0
2567,688541.863695867,6307655.54901264,32,FaFi,0,1,0
2568,675363.078458067,6224138.93712679,3047,Fi,0,1,94
2569,546373.804635595,6218812.50459792,2155,FaFi,0,1,113
2570,731783.893348946,6367132.86394128,519,Fa,0,1,0
2571,609131.782545634,6304951.4676517,308,FaFi,0,1,0
2572,599043.874903609,6176039.35353739,2187,Fi,0,1,71
2573,627704.259999928,6292989.31622865,343,FaFi,0,1,0
2574,498344.147012503,6258633.96783193,2391,Fi,0,1,0
2575,511443.403698711,6212603.12087707,89,FaFi,0,1,0
2576,794060.363064057,6339320.46959643,386,FaFi,0,1,0
2577,530063.955121991,6291642.29491125,188,FaFi,0,1,0
2578,569631.659511627,6397472.48810064,351,FaFi,0,1,0
2579,492393.008607602,6275720.50002331,281,Fi,0,1,0
2580,618521.919622562,6207880.57565612,873,FaFi,0,1,0
2581,578819.190180406,6346671.62823694,278,Fi,0,1,0
2582,809604.377923197,6318273.19104305,1,FaFi,0,1,0
2583,712542.243371168,6284546.52365337,72,Fi,0,1,0
2584,512993.637690817,6299643.43386936,442,FaFi,0,1,0
2585,492974.30004503,6291208.843237,613,Fi,1,1,0
2586,694924.990665684,6185973.43952338,1638,Fi,0,1,0
2587,559294.75925311,6322217.34817248,158,Fa,0,1,0
2588,531913.333281633,6312258.68587019,5,Fi,1,0,0
2589,525463.687830168,6255581.47241927,66,Fi,0,1,0
2590,775678.228275238,6320142.50217633,1369,Fi,0,1,70
2591,594927.413408278,6281654.12820094,6,Fi,1,0,0
2592,633931.314491736,6371979.30517353,1247,Fi,1,1,0
2593,483126.230859788,6263789.83532091,1414,Fi,0,1,0
2594,625529.564828385,6295996.77379005,6177,Fa,0,1,74
2595,532109.692386365,6339482.01160182,3,Fi,1,0,0
2596,676839.195870394,6226553.656294,3252,Fa,0,1,18
2597,642076.161387933,6200220.46106567,2443,Fa,1,1,0
2598,513398.48061642,6244374.93849995,1916,Fi,0,1,0
2599,721423.848445261,6266127.84555089,966,FaFi,0,1,0
2600,524289.908580801,6215894.91671258,2076,Fi,0,1,0
2601,727988.93545461,6251609.98534095,45,Fi,0,1,0
2602,458605.062082551,6194086.82113315,852,FaFi,0,1,0
2603,533259.922416507,6277785.17347076,344,FaFi,0,1,0
2604,619666.741881976,6245467.56926921,557,Fi,1,1,0
2605,637399.990004393,6300225.48888975,317,FaFi,0,1,0
2606,704996.714075362,6378697.84636229,1001,Fa,0,1,0
2607,722611.57333597,6372273.7161026,905,Fi,1,1,0
2608,468736.43393319,6294261.38021948,655,FaFi,0,1,0
2609,816711.287098129,6347958.72129519,10540,Fa,0,1,75
2610,740160.719745856,6257020.73723876,785,Fi,1,1,0
2611,542488.054988628,6292106.67530315,1558,FaFi,0,1,0
2612,744821.343800762,6254209.66847868,169,Fi,0,1,0
2613,505962.726594619,6237991.61290981,1744,FaFi,0,1,100
2614,572484.990292508,6171634.66749849,2085,FaFi,0,1,0
2615,703457.64646399,6395338.87001912,357,Fi,0,1,0
2616,588487.723253267,6269770.50069694,2538,Fa,0,1,0
2617,514090.495014002,6231966.78040551,173,Fi,0,1,0
2618,447625.159897824,6309947.11783158,1269,Fi,0,1,0
2619,637243.588474122,6241279.70089958,142,FaFi,0,1,0
2620,615922.426088391,6149499.75012947,920,Fi,0,1,0
2621,505111.983462221,6290910.86214031,7,Fi,1,0,0
2622,733975.73167444,6282556.49053633,340,FaFi,0,1,0
2623,624587.967317909,6250887.14448413,392,FaFi,0,1,0
2624,744323.406440583,6256874.90014336,1305,FaFi,0,1,0
2625,506440.725419805,6308404.69150858,2630,Fi,0,1,67
2626,687042.620201297,6347937.45794638,541,FaFi,0,1,0
2627,731264.842518347,6260720.76252273,218,FaFi,1,1,0
2628,456475.072783877,6288245.06910781,79,FaFi,1,1,29
2629,656758.792162406,6378057.94458811,5772,Fa,0,1,6
2630,602410.971161962,6254835.51432582,636,Fi,0,1,0
2631,564233.82561356,6361272.53821881,2125,Fi,0,1,102
2632,590493.454386478,6232143.05102597,93,Fi,0,1,0
2633,604557.11098662,6407003.89873073,137,FaFi,0,1,0
2634,701402.18828451,6323475.28508387,871,Fi,0,1,54
2635,473786.090773132,6316346.26098383,896,FaFi,0,1,0
2636,706586.652502256,6243796.32396055,7,Fi,1,0,0
2637,562668.856371921,6244684.60828713,412,Fi,0,1,0
2638,576290.931673921,6292518.37481517,815,Fi,0,1,74
2639,585356.835227546,6279302.58036981,462,Fi,0,1,0
2640,594580.333125897,6287802.59769379,1437,Fi,0,1,0
2641,503706.605349794,6276687.41951903,345,FaFi,0,1,100
2642,595553.087235189,6277844.38102279,1001,Fi,0,1,0
2643,478996.096305009,6256108.96365019,1696,Fi,0,1,0
2644,627019.526274466,6170685.19344746,64,Fi,0,1,0
2645,499888.550487696,6198655.54112345,2269,Fi,0,1,123
2646,731618.681952368,6398137.69201561,1105,Fi,0,1,94
2647,698216.809966072,6362420.34307578,419,Fi,0,1,91
2648,678373.241233671,6334095.34517396,2026,Fi,0,1,0
2649,523433.758752368,6322207.76419075,230,FaFi,0,1,0
2650,688930.138136585,6213191.88097633,1326,Fi,0,1,0
2651,495716.396799132,6282303.43926546,257,Fi,0,1,0
2652,582241.81195647,6299532.94612309,245,FaFi,0,1,0
2653,560652.158555965,6256665.93643625,377,Fi,0,1,0
2654,686734.047826666,6315043.98007966,66,FaFi,0,1,0
2655,505020.627103583,6222799.21331078,318,FaFi,0,1,0
2656,502590.83719374,6259911.09913482,307,Fi,1,1,0
2657,487501.658440191,6264812.80180048,175,FaFi,1,1,0
2658,655469.325542954,6281223.74189788,125,FaFi,0,1,0
2659,561766.912394741,6243392.27792218,2972,Fi,0,1,38
2660,716503.79647926,6342520.20776729,90,FaFi,0,1,0
2661,668988.356975901,6224110.22331648,102,Fa,0,1,0
2662,502974.38277827,6241071.03056465,812,FaFi,0,1,0
2663,708936.652123272,6414171.43120587,5421,Fa,0,1,0
2664,696384.953155545,6274153.51035267,632,FaFi,0,1,86
2665,470179.758180648,6191947.32929906,1615,FaFi,0,1,0
2666,684878.817753899,6357351.04477332,4102,Fi,0,1,107
2667,475063.872226958,6211764.80529751,34,FaFi,0,1,0
2668,670697.826470664,6361344.97906407,1472,FaFi,0,1,73
2669,627360.274743272,6355361.38676608,520,FaFi,0,1,0
2670,707193.418329587,6404700.79397112,1561,Fa,0,1,0
2671,743288.346754226,6383100.81492969,380,Fi,0,1,47
2672,540511.493537407,6268797.94144539,209,FaFi,1,1,0
2673,530320.354540791,6330357.38486998,250,FaFi,0,1,0
2674,628044.981503644,6388199.50085211,104,FaFi,1,1,0
2675,583692.42654831,6328547.07112629,26,Fi,0,1,0
2676,627243.050265332,6304369.83576021,372,FaFi,0,1,74
2677,649716.397845662,6371313.80739568,4300,Fa,0,1,58
2678,511811.146665544,6327463.03472467,122,Fi,0,1,0
2679,613810.09853316,6278261.04893453,281,Fi,0,1,0
2680,557464.700896876,6327749.31283028,1318,FaFi,1,1,0
2681,522071.622581958,6330527.39471092,479,Fi,0,1,108
2682,739229.865479133,6322292.74979843,2441,Fi,0,1,0
2683,470237.787543787,6215714.39924074,1650,Fi,0,1,0
2684,478329.243853999,6320618.34364118,398,FaFi,0,1,0
2685,524377.344254367,6336032.91388262,348,Fi,0,1,87
2686,570056.644480497,6210128.52259143,1869,Fi,1,1,0
2687,620111.387625868,6396749.80679342,1887,Fi,1,1,0
2688,514722.288939449,6302399.53933506,627,Fa,0,1,0
2689,604774.834552052,6352656.32658658,117,FaFi,0,1,0
2690,596364.657125541,6277117.92695641,723,Fi,0,1,0
2691,570677.760132427,6232926.19735477,606,Fi,0,1,0
2692,544873.368521971,6355791.32442352,1137,Fi,0,1,0
2693,495822.803000025,6185703.12163516,177,FaFi,0,1,0
2694,678863.047837483,6389326.12255568,370,FaFi,0,1,6
2695,512354.551271599,6283685.9866563,290,Fi,0,1,0
2696,472737.843985151,6255360.18911377,48,Fa,0,0,0
2697,608068.946275927,6376479.22297474,59,Fi,1,1,19
2698,469269.337492808,6241008.02733048,169,Fi,0,1,15
2699,641993.902034736,6327476.42020691,2320,FaFi,1,1,0
2700,540134.533199222,6265802.40271567,450,FaFi,0,1,122
2701,689598.563942003,6213972.13501302,267,FaFi,0,1,0
2702,735029.513535733,6297303.88078916,7874,Fa,0,1,28
2703,433337.254668859,6197278.18981999,963,FaFi,0,1,0
2704,544673.97437907,6242837.14311105,5089,Fi,0,1,58
2705,623838.152858157,6406308.04047294,2042,Fi,1,1,0
2706,604591.274974619,6329058.70504791,28,Fi,1,1,0
2707,625144.764878651,6222819.94340221,1406,FaFi,0,1,0
2708,702483.663293691,6223349.74214373,615,Fi,0,1,55
2709,675519.424690363,6203110.91885974,142,FaFi,0,1,0
2710,620696.984391704,6414735.64877746,411,FaFi,0,1,0
2711,651662.448199344,6160598.37293039,768,FaFi,1,1,0
2712,523597.932383763,6305201.8777318,290,Fi,0,1,0
2713,593932.903258277,6265585.79443771,1111,FaFi,0,1,0
2714,467804.65591672,6260089.76783621,3166,Fi,0,1,0
2715,741982.483698889,6275032.38013134,580,FaFi,0,1,0
2716,603025.881521303,6413930.748604,1104,Fa,0,1,0
2717,546862.208859306,6363154.30438538,683,Fi,0,1,0
2718,458351.750362007,6284608.24579399,101,Fi,1,1,0
2719,604783.4128703,6187708.80975036,792,Fi,1,1,0
2720,603139.578261975,6244967.20876048,1161,FaFi,0,1,0
2721,468109.509258261,6275015.05638177,161,FaFi,0,1,0
2722,691507.041080037,6346647.14417339,232,FaFi,1,1,0
2723,584914.357242447,6250727.31504318,7,Fi,0,0,0
2724,719478.733858377,6321796.5970949,15,Fi,0,1,0
2725,633895.297533066,6395613.36500836,283,Fi,0,1,0
2726,695738.744728362,6362740.1968381,68,Fi,0,1,30
2727,636004.649060688,6391955.40116247,313,Fi,0,1,0
2728,743342.914229629,6317609.49878341,1122,Fi,0,1,55
2729,459171.943317025,6313433.61450937,369,Fi,0,1,0
2730,692408.975580356,6296289.79714234,1317,FaFi,0,1,0
2731,543183.561756222,6319260.06853913,658,Fa,0,1,0
2732,571499.63068733,6350634.1524273,136,Fi,0,1,0
2733,537543.42571048,6352170.07338883,563,Fi,0,1,0
2734,578077.17918335,6345079.6952719,689,FaFi,0,1,6
2735,558767.560177916,6251116.26990474,149,FaFi,0,1,67
2736,520356.090338327,6252293.90843356,116,Fi,0,1,0
2737,481701.837473617,6259707.13677485,3184,Fi,0,1,0
2738,634034.716234435,6316214.57164762,3,Fi,1,0,0
2739,810825.162405591,6317657.58742488,1044,Fi,0,1,0
2740,666222.526154925,6271157.904256,255,FaFi,0,1,61
2741,560228.204317907,6229541.73243475,1088,Fi,0,1,0
2742,622545.560339905,6285748.24386669,3298,FaFi,0,1,0
2743,611834.269145065,6249416.65126573,100,Fi,0,1,0
2744,609044.876208517,6375714.28359646,7,Fi,0,0,0
2745,678839.403361146,6165017.91951421,353,FaFi,0,1,0
2746,739330.055542781,6387609.31672361,1119,FaFi,0,1,0
2747,575520.733071285,6228313.13182947,833,FaFi,1,1,0
2748,780705.291984272,6348368.60919022,112,Fi,1,1,0
2749,540369.049665528,6251476.76191713,503,FaFi,0,1,0
2750,677209.287731084,6402608.6961489,3311,Fa,0,1,0
2751,577613.678002264,6434496.38954164,385,FaFi,0,1,0
2752,598615.278566611,6260728.13299914,225,FaFi,0,1,0
2753,732503.083672718,6246200.76052067,6,Fi,1,0,0
2754,542484.209141453,6295074.45443571,355,Fi,0,1,30
2755,696105.14989453,6161799.60278807,1887,Fa,0,1,0
2756,613590.569283664,6253288.57406708,552,Fi,1,1,0
2757,647442.351459263,6392841.18414952,1463,Fi,0,1,0
2758,612646.44623845,6324012.19520896,163,FaFi,0,1,35
2759,679351.595386511,6240065.75859819,180,Fi,0,1,0
2760,536290.68456722,6269638.22020003,516,FaFi,0,1,83
2761,644736.350409711,6368429.27347631,266,Fi,1,1,0
2762,509506.211279541,6307429.34749964,23,FaFi,0,1,0
2763,706980.377506129,6151603.50797092,1672,FaFi,0,1,0
2764,736065.455254106,6269787.16837239,1871,FaFi,0,1,5
2765,500128.912223554,6220275.22075482,9,Fi,0,0,0
2766,658204.916968986,6243033.56514018,440,Fi,0,1,61
2767,586944.997280258,6218433.48127825,1108,FaFi,0,1,102
2768,558864.587510013,6253146.14226204,191,FaFi,0,1,0
2769,548981.165039505,6181147.94618599,653,Fi,0,1,0
2770,600091.849207396,6229186.41204454,1929,Fi,0,1,0
2771,482256.072178371,6254592.40896751,904,Fi,0,1,0
2772,642224.142384815,6236099.30840815,689,Fi,1,1,0
2773,657085.187875624,6392948.31483485,927,Fi,0,1,0
2774,795593.441005864,6278360.35538047,934,Fi,0,1,0
2775,562270.649887255,6346859.38341412,758,FaFi,0,1,0
2776,441574.859424499,6206686.90835125,2427,Fa,0,1,0
2777,615771.320951301,6270516.38784831,186,FaFi,1,1,0
2778,613273.067263012,6238963.99627826,239,Fi,1,1,0
2779,610353.964132351,6272018.94878343,180,Fi,0,1,0
2780,508836.652842625,6326520.88144853,451,FaFi,0,1,0
2781,701296.566318331,6231505.8883735,1668,Fi,0,1,0
2782,624253.269385521,6352245.88251118,1886,FaFi,0,1,41
2783,594341.660518477,6216352.31106129,95,Fi,0,1,0
2784,518625.109247261,6262232.56604831,381,FaFi,0,1,0
2785,528329.884574077,6275967.61129629,534,Fi,1,1,0
2786,797707.043345516,6283739.39518331,332,FaFi,0,1,88
2787,738515.955818907,6272985.94623133,41,Fa,0,1,0
2788,505439.899478963,6293286.25001822,1963,Fa,0,1,0
2789,581864.194588455,6366322.29456962,675,FaFi,1,1,0
2790,558978.72624369,6191651.00657884,105,FaFi,0,1,0
2791,751300.602099616,6355443.19161652,9,Fi,1,0,0
2792,613532.804197952,6339439.94161142,1460,FaFi,0,1,33
2793,588828.647874457,6326503.18791683,1537,Fi,0,1,0
2794,536017.755157178,6298372.06745237,155,Fi,0,1,0
2795,669334.368620024,6378917.08426438,57,FaFi,0,1,0
2796,495007.751486618,6311175.76757757,3363,Fa,1,1,0
2797,623699.959700609,6244687.94663114,1146,Fi,0,1,0
2798,533010.023245398,6363834.66649359,2,Fi,1,0,0
2799,645953.144547217,6329205.51991036,2387,FaFi,0,1,0
2800,575196.701688461,6415647.6043479,110,FaFi,0,1,0
2801,587574.930419064,6257319.26435118,1857,Fi,0,1,0
2802,525982.852969302,6276131.4390109,53,FaFi,0,1,0
2803,471414.350254845,6227714.87011701,158,Fi,0,1,0
2804,792310.076824524,6278734.43904178,569,Fi,0,1,0
2805,456700.495761928,6296208.09800402,775,Fi,0,1,0
2806,437520.490911897,6198250.91745385,7,Fi,0,1,0
2807,618702.89631559,6387905.12861872,2730,Fi,0,1,6
2808,494919.558641128,6224674.90754961,2016,Fi,0,1,0
2809,690689.90983518,6350855.18946842,1547,Fi,1,1,0
2810,563525.277512151,6280484.31524343,134,FaFi,0,1,0
2811,525098.403083047,6239904.76316934,635,Fi,1,1,0
2812,441766.038300877,6302361.4960793,6,Fi,0,0,0
2813,577926.670209238,6256498.9921067,31,FaFi,0,1,50
2814,598432.024202737,6223013.87264413,103,Fi,0,1,0
2815,669426.135610093,6323944.22343487,331,Fi,1,1,0
2816,768123.533779669,6361499.00667595,595,Fi,0,1,0
2817,475081.835178278,6270173.55992525,1775,FaFi,0,1,123
2818,622790.650834251,6270360.72253972,375,FaFi,0,1,0
2819,494484.196606618,6245983.32344004,787,Fi,0,1,0
2820,655168.975664616,6224663.73417067,63,Fi,0,1,0
2821,575374.524247503,6314426.48885516,1674,FaFi,0,1,0
2822,758711.627667983,6386840.76434608,1732,Fi,0,1,0
2823,631280.569992887,6267940.96725534,57,Fi,0,1,0
2824,457781.364251973,6222816.95521209,335,Fi,0,1,0
2825,463712.224029562,6232442.46624641,2830,Fi,1,1,36
2826,561104.46101775,6387892.79703308,1537,FaFi,0,1,59
2827,591979.671495271,6170867.17294321,1091,Fi,0,1,11
2828,478544.253812956,6280187.54675173,1054,FaFi,0,1,0
2829,578215.446494897,6310420.49279704,581,FaFi,0,1,0
2830,735335.951369436,6413715.30631395,1944,Fi,1,1,0
2831,740239.924618662,6341505.76099792,2323,Fa,0,1,0
2832,527190.810666209,6315502.03463844,75,FaFi,0,1,0
2833,574617.006955646,6301426.31055002,1322,FaFi,0,1,0
2834,594021.239526784,6342921.30283909,3,Fi,1,0,0
2835,467795.62515161,6281214.06145734,3887,Fi,1,1,101
2836,561026.452281184,6349539.19886545,1059,Fi,0,1,54
2837,652357.05593519,6288090.07466462,874,FaFi,0,1,0
2838,747769.127040701,6414041.17094616,818,Fi,0,1,9
2839,701801.297904306,6300911.0517821,7,Fi,0,1,0
2840,567708.167410096,6385399.38332129,152,Fi,0,1,0
2841,771163.955685535,6301183.46407425,145,FaFi,0,1,0
2842,522734.973576894,6292643.42496733,10,Fi,1,0,0
2843,499290.758759706,6291052.11337648,1088,Fi,1,1,0
2844,625782.724430647,6230239.06028735,298,FaFi,0,1,0
2845,492965.960602311,6312552.50416644,770,Fa,0,1,0
2846,588147.315169878,6217694.76418488,1040,FaFi,0,1,0
2847,696105.371868028,6176820.1604597,232,FaFi,0,1,0
2848,495632.59809099,6258233.88046024,402,Fi,0,1,0
2849,595200.407593157,6417502.72390895,1381,FaFi,0,1,122
2850,565573.863501551,6246258.36689855,1075,FaFi,0,1,83
2851,491709.093604813,6284478.72278521,697,Fi,0,1,0
2852,584187.143045674,6323685.92118763,1416,Fi,0,1,0
2853,597212.985123752,6269268.94840319,694,Fi,0,1,0
2854,740551.965720001,6314025.08547969,183,FaFi,0,1,0
2855,757271.706786197,6408709.4699157,2626,Fi,1,1,0
2856,490779.1476513,6196429.57873479,809,Fi,0,1,34
2857,587069.12775234,6283925.83211348,233,Fi,0,1,0
2858,471900.019964365,6187780.31061295,840,FaFi,1,1,0
2859,706729.60216498,6309052.36410528,1403,Fi,0,1,0
2860,704571.556178194,6251790.01133554,448,FaFi,1,1,0
2861,680376.094429674,6368374.55925036,9,FaFi,0,1,0
2862,652042.218573512,6389458.16155507,243,FaFi,0,1,0
2863,472596.040436471,6298669.85941689,1256,Fi,0,1,0
2864,479010.48520945,6276450.03803761,1101,FaFi,0,1,50
2865,797327.214449286,6318191.66989086,112,FaFi,0,1,52
2866,605011.771037526,6390942.76685131,2076,Fi,0,1,0
2867,543099.450800148,6227617.07364398,3602,Fi,1,1,0
2868,643069.099258223,6243653.55707331,552,FaFi,0,1,17
2869,701592.161450086,6381801.68667231,33,FaFi,0,1,78
2870,608598.577875839,6276987.76350601,511,FaFi,0,1,0
2871,730281.943575371,6414782.66221166,1665,Fi,0,1,0
2872,543002.522340049,6277574.72825169,500,Fi,0,1,0
2873,573917.66362234,6308717.61846295,74,FaFi,0,1,0
2874,736627.485605588,6369259.43471144,456,FaFi,0,1,0
2875,629838.045905178,6283084.73479089,166,Fi,0,1,0
2876,628422.883959101,6204697.21963983,1104,Fi,0,1,0
2877,494547.762899361,6253887.09746613,1566,Fi,1,1,0
2878,622973.981990013,6373741.26228009,1811,Fi,0,1,0
2879,824395.921674978,6294054.54491522,414,Fi,1,1,0
2880,558295.269549739,6277311.78525623,3685,Fa,0,1,0
2881,677360.044666788,6195965.91666658,114,FaFi,0,1,0
2882,631861.240744737,6392384.85519395,1864,FaFi,0,1,0
2883,635628.381608088,6232996.41698362,5,Fi,1,0,0
2884,818521.842171102,6320270.4598325,729,Fi,0,1,0
2885,721572.766967535,6416889.62457455,986,FaFi,0,1,0
2886,529644.91947275,6303623.74167106,315,Fi,0,1,0
2887,642163.461942948,6241849.80000493,1691,Fi,0,1,0
2888,801940.672359918,6320641.37135898,228,FaFi,0,1,0
2889,570624.808901558,6319305.16492462,630,Fi,0,1,0
2890,496955.447492414,6241899.10812128,72,FaFi,0,1,0
2891,619595.665029947,6240012.3111652,2676,Fi,0,1,0
2892,687233.721113392,6399016.00533351,381,Fi,1,1,126
2893,707079.617538837,6410176.138991,1108,FaFi,0,1,0
2894,619004.418686864,6424549.29626765,42,FaFi,0,1,0
2895,782616.091930369,6322594.53681198,19,FaFi,0,1,0
2896,495126.002298889,6288326.92344947,81,Fi,0,1,0
2897,733850.747405527,6350624.88775507,555,Fi,0,1,0
2898,452333.526524661,6181904.54783594,267,FaFi,0,1,30
2899,743501.790881644,6386853.88968396,2007,Fi,0,1,0
2900,503641.32394052,6272391.15913897,764,FaFi,0,1,0
2901,706230.632706194,6339181.24189221,1101,Fi,0,1,40
2902,562954.369588537,6321690.19195365,278,FaFi,0,1,0
2903,492671.142573199,6221711.80211269,474,FaFi,0,1,0
2904,512144.817384306,6322932.56618974,1122,FaFi,0,1,0
2905,617839.597416403,6190089.68863004,708,FaFi,0,1,0
2906,559993.999415636,6294537.58552994,1106,Fa,0,1,0
2907,495545.056315655,6304605.80555015,618,Fi,0,1,0
2908,691673.411877806,6193647.80982837,1199,FaFi,0,1,0
